EmployeeID,EmployeeName,Age,Gender,MaritalStatus,Education,EducationField,DepartmentID,JobRole,JobLevel,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,DistanceFromHome,Attrition,PerformanceRating,PerformanceLabel
921,Nikhil Kumar,20,Female,Single,4,Medical,2,Sales Executive,2,Travel_Rarely,37430,13,1.0,2.0,2.0,2,1,2.0,2.0,1.0,18,No,3,Medium
922,James Jones,34,Male,Divorced,3,Medical,2,Laboratory Technician,3,Travel_Rarely,41480,11,0.0,11.0,3.0,11,6,7.0,9.0,1.0,10,No,3,Medium
923,Varun Trivedi,36,Female,Single,3,Life Sciences,2,Healthcare Representative,2,Travel_Rarely,10510,14,0.0,15.0,2.0,4,2,1.0,3.0,2.0,1,No,3,Low
924,Neha Shah,49,Female,Married,2,Life Sciences,3,Research Scientist,2,Travel_Rarely,107390,11,2.5,28.5,3.0,15,9,2.0,12.0,2.0,6,No,3,Medium
925,Raj Patel,36,Male,Married,4,Life Sciences,2,Laboratory Technician,4,Non-Travel,103880,14,0.0,4.0,2.0,3,1,1.0,2.0,0.0,8,No,3,Medium
926,Amit Gupta,36,Female,Divorced,2,Medical,2,Healthcare Representative,2,Travel_Rarely,114160,16,0.0,13.0,2.0,5,3,0.0,4.0,6.0,2,No,3,Medium
927,Pooja Patel,54,Male,Married,3,Marketing,1,Laboratory Technician,1,Travel_Rarely,26000,14,0.0,28.5,4.5,10,6,4.0,7.0,3.0,24,No,3,Medium
928,Ananya Jones,43,Female,Married,4,Life Sciences,2,Research Scientist,1,Travel_Rarely,24220,11,1.0,14.0,2.0,14,8,6.0,11.0,1.0,2,No,3,Medium
929,Meera Thakur,35,Male,Single,4,Medical,2,Research Director,1,Travel_Frequently,54720,11,1.0,13.0,3.0,11,6,6.0,7.0,3.0,17,Yes,3,Medium
930,Raj Johnson,38,Male,Married,2,Life Sciences,2,Research Scientist,2,Travel_Frequently,24510,12,1.0,19.0,3.0,13,7,2.0,9.0,7.0,19,No,3,Medium
931,Varun Joshi,29,Male,Divorced,2,Medical,2,Sales Representative,2,Travel_Rarely,42400,14,0.0,10.0,2.0,10,6,0.0,9.0,1.0,1,No,3,Low
932,Emily Nair,33,Male,Divorced,3,Medical,2,Sales Executive,5,Travel_Rarely,109990,18,2.5,6.0,3.0,6,3,0.0,4.0,1.0,7,No,3,Medium
933,James Pillai,32,Male,Divorced,4,Technical Degree,2,Research Scientist,5,Travel_Rarely,50030,13,0.0,10.0,4.5,9,5,1.0,6.0,2.0,5,No,3,Medium
934,Ananya Williams,31,Female,Married,4,Technical Degree,2,Sales Executive,2,Travel_Rarely,127420,11,0.0,10.0,4.0,10,6,0.0,2.0,1.0,28,No,3,Medium
935,Aditya Williams,49,Male,Divorced,4,Medical,2,Laboratory Technician,1,Travel_Rarely,42270,18,0.0,17.0,3.0,2,1,2.0,2.0,4.0,2,No,3,Low
936,Aditya Mehta,38,Female,Single,2,Medical,1,Sales Executive,1,Travel_Frequently,39170,15,2.5,4.0,2.0,4,2,3.0,3.0,1.0,29,No,3,Medium
937,Sanjay Miller,47,Male,Divorced,4,Medical,2,Laboratory Technician,3,Travel_Rarely,165835,22,1.0,28.5,2.0,3,1,1.0,2.0,6.0,1,No,4,High
938,Neha Singh,49,Male,Single,3,Medical,2,Manufacturing Director,2,Travel_Rarely,23800,13,0.0,23.0,3.0,8,4,0.0,0.0,4.0,21,No,3,Medium
939,Divya Garcia,41,Female,Single,4,Life Sciences,2,Manager,4,Travel_Rarely,137260,12,0.0,21.0,4.5,2,1,0.0,2.0,3.0,24,No,3,Medium
940,Varun Kumar,20,Male,Single,3,Life Sciences,2,Sales Representative,1,Travel_Rarely,47770,18,1.0,2.0,3.0,2,1,0.0,2.0,1.0,1,No,3,Medium
941,Meera Gupta,33,Female,Divorced,2,Medical,2,Healthcare Representative,2,Non-Travel,63850,13,0.0,7.0,4.5,6,3,1.0,2.0,1.0,18,No,3,Medium
942,Aryan Jones,36,Male,Married,2,Technical Degree,2,Sales Executive,3,Travel_Rarely,165835,12,0.0,10.0,2.0,3,1,0.0,2.0,6.0,2,No,3,Low
943,Sara Patel,44,Female,Divorced,3,Technical Degree,2,Healthcare Representative,3,Travel_Rarely,68610,12,0.0,8.0,2.0,2,1,2.0,2.0,4.0,9,No,3,Medium
944,Shivam Pillai,23,Female,Single,3,Life Sciences,3,Laboratory Technician,3,Travel_Rarely,49690,12,0.0,5.0,3.0,5,3,1.0,2.0,1.0,6,Yes,3,Medium
945,Akash Rao,38,Male,Married,2,Life Sciences,2,Sales Executive,1,Travel_Rarely,165835,11,1.0,7.0,3.0,0,0,0.0,0.0,7.0,11,No,3,Medium
946,Aryan Gupta,53,Male,Married,3,Life Sciences,2,Research Director,4,Travel_Rarely,133200,11,0.0,11.0,2.0,4,2,1.0,2.0,3.0,24,No,3,Medium
947,Michael Smith,48,Male,Married,2,Marketing,1,Healthcare Representative,1,Travel_Frequently,63470,12,1.0,19.0,3.0,9,5,7.0,7.0,2.0,10,Yes,3,Medium
948,Anjali Jones,32,Male,Single,3,Life Sciences,1,Research Scientist,2,Travel_Rarely,27430,19,1.0,1.0,2.0,1,0,0.0,0.0,1.0,1,Yes,3,Medium
949,Rohit Jones,26,Male,Single,2,Medical,2,Human Resources,1,Non-Travel,108800,23,1.0,7.0,4.5,7,4,5.0,7.0,1.0,18,No,4,High
950,Vikram Malhotra,55,Male,Divorced,1,Life Sciences,2,Laboratory Technician,5,Travel_Rarely,23420,11,2.0,8.0,2.0,4,2,1.0,2.0,5.0,23,No,3,Low
951,Raj Shah,34,Female,Married,3,Life Sciences,1,Research Scientist,2,Travel_Rarely,165835,19,1.0,15.0,4.5,15,9,4.0,13.0,1.0,28,No,3,Medium
952,Tanvi Gupta,60,Male,Divorced,4,Medical,1,Manager,1,Travel_Rarely,40250,13,1.0,19.0,4.5,1,0,0.0,0.0,3.0,17,No,3,Medium
953,Kavya Gupta,33,Male,Married,3,Life Sciences,1,Manager,3,Travel_Rarely,97250,11,0.0,14.0,0.5,14,8,2.0,13.0,1.0,3,No,3,Medium
954,Ishaan Patel,37,Male,Divorced,3,Life Sciences,2,Laboratory Technician,1,Travel_Frequently,119040,12,1.0,6.0,4.0,6,3,1.0,3.0,1.0,13,No,3,Medium
955,Aditya Miller,34,Male,Married,2,Life Sciences,2,Healthcare Representative,1,Travel_Rarely,21770,13,0.0,10.0,4.5,10,6,7.5,7.0,1.0,7,No,3,Medium
956,Amit Garcia,23,Male,Divorced,2,Medical,2,Research Scientist,2,Travel_Rarely,75250,14,2.0,3.0,2.0,3,1,0.0,2.0,1.0,12,Yes,3,Medium
957,Aarav Williams,44,Male,Married,3,Life Sciences,3,Research Scientist,1,Travel_Rarely,48340,14,0.0,9.0,1.0,8,4,6.0,7.0,1.0,1,No,3,Medium
958,Kavya Reddy,35,Male,Single,3,Life Sciences,2,Sales Executive,3,Travel_Frequently,20420,16,0.0,6.0,2.0,5,3,1.0,4.0,0.0,13,No,3,Medium
959,Ishaan Reddy,43,Male,Married,4,Life Sciences,2,Sales Executive,2,Travel_Rarely,22200,11,0.0,10.0,2.0,10,6,7.5,8.0,1.0,25,No,3,Medium
960,Pooja Shah,24,Male,Married,3,Life Sciences,2,Sales Executive,3,Travel_Rarely,10520,13,0.0,5.0,3.0,5,3,0.0,4.0,1.0,6,No,3,Medium
961,Meera Shah,41,Male,Single,4,Marketing,1,Research Scientist,1,Travel_Rarely,28210,17,0.0,10.0,3.0,10,6,7.5,7.0,1.0,6,No,3,Medium
962,James Pillai,29,Male,Married,2,Life Sciences,2,Research Scientist,2,Travel_Rarely,165835,11,1.0,9.0,2.0,5,3,1.0,2.0,8.5,2,No,3,Medium
963,Kunal Singh,36,Female,Single,4,Life Sciences,3,Research Scientist,3,Travel_Rarely,41070,11,1.0,17.0,2.0,13,7,6.0,7.0,3.0,1,No,3,Medium
964,Kunal Singh,45,Female,Married,3,Life Sciences,1,Manufacturing Director,2,Non-Travel,83960,15,2.0,25.0,3.0,18,10,7.5,4.0,3.0,2,No,3,Medium
965,Aryan Miller,24,Female,Married,2,Medical,1,Manager,2,Travel_Rarely,20070,12,0.0,1.0,2.0,1,0,0.0,0.0,1.0,6,Yes,3,Medium
966,Amit Reddy,47,Female,Married,3,Medical,2,Sales Executive,2,Travel_Frequently,165835,11,2.0,25.0,1.0,18,10,7.5,10.0,7.0,1,Yes,3,Medium
967,James Miller,26,Male,Married,1,Medical,2,Sales Executive,1,Travel_Rarely,106860,14,1.0,3.0,2.0,3,1,0.0,2.0,1.0,9,No,3,Medium
968,Arjun Patel,45,Male,Single,4,Life Sciences,2,Research Director,1,Travel_Rarely,29420,22,1.0,21.0,4.0,18,10,7.5,6.0,1.0,1,No,4,High
969,Meera Shah,32,Male,Married,1,Marketing,1,Laboratory Technician,2,Travel_Frequently,88580,16,1.0,10.0,2.0,5,3,1.0,3.0,6.0,1,No,3,Low
970,John Mehta,31,Male,Married,2,Life Sciences,2,Sales Executive,1,Travel_Rarely,165835,11,2.0,6.0,4.5,5,3,0.0,3.0,1.0,14,No,3,Medium
971,Aryan Gupta,41,Male,Married,2,Medical,1,Research Scientist,2,Non-Travel,107980,14,2.0,10.0,4.5,3,1,1.0,2.0,6.0,2,No,3,Low
972,Michael Sharma,40,Male,Married,2,Technical Degree,2,Healthcare Representative,1,Travel_Rarely,23230,16,1.0,18.0,2.0,1,0,0.0,0.0,2.0,22,No,3,Low
973,Meera Kumar,24,Female,Divorced,3,Life Sciences,2,Research Scientist,1,Travel_Rarely,14160,15,1.0,6.0,3.0,6,3,1.0,2.0,1.0,3,No,3,Low
974,Arjun Garcia,46,Male,Single,3,Medical,2,Sales Executive,4,Travel_Rarely,46150,12,0.0,19.0,3.0,10,6,0.0,9.0,6.0,6,No,3,Medium
975,Aarav Malhotra,35,Male,Married,4,Life Sciences,1,Laboratory Technician,1,Travel_Rarely,24610,20,1.0,17.0,4.0,7,4,0.0,7.0,2.0,8,No,4,High
976,David Trivedi,30,Male,Married,4,Marketing,1,Laboratory Technician,1,Travel_Rarely,87220,17,1.0,10.0,3.0,10,6,0.0,8.0,1.0,9,No,3,Medium
977,Amit Rao,47,Female,Married,2,Life Sciences,2,Sales Executive,2,Non-Travel,39550,12,1.0,4.0,4.5,1,0,0.0,0.0,7.0,3,No,3,Low
978,John Pillai,46,Female,Divorced,4,Technical Degree,2,Sales Executive,3,Travel_Rarely,99570,20,0.0,13.0,1.0,10,6,0.0,3.0,4.0,1,No,4,High
979,Raj Shah,36,Male,Divorced,3,Medical,2,Manufacturing Director,2,Travel_Rarely,33760,20,0.0,16.0,3.0,2,1,2.0,2.0,5.0,1,Yes,4,High
980,Sneha Patel,32,Female,Single,3,Medical,2,Research Director,2,Travel_Rarely,88230,13,2.0,10.0,3.0,0,0,0.0,0.0,6.0,26,Yes,3,Low
981,Emily Wilson,23,Male,Single,4,Life Sciences,1,Manufacturing Director,3,Travel_Rarely,103220,14,2.0,3.0,2.0,3,1,1.0,2.0,1.0,6,No,3,Low
982,Arjun Brown,31,Male,Single,3,Marketing,1,Sales Executive,2,Travel_Frequently,46210,18,1.0,9.0,3.0,5,3,1.0,4.0,2.0,3,No,3,Medium
983,James Johnson,39,Female,Married,3,Life Sciences,2,Manufacturing Director,2,Non-Travel,109760,11,0.0,9.0,3.0,9,5,5.0,8.0,1.0,3,No,3,Medium
984,Kunal Rao,32,Male,Married,3,Technical Degree,2,Research Scientist,1,Travel_Rarely,36600,11,2.0,10.0,0.5,4,2,0.0,2.0,3.0,6,No,3,Medium
985,Emily Singh,40,Male,Single,3,Life Sciences,1,Manufacturing Director,3,Travel_Rarely,104820,11,1.0,21.0,4.5,18,10,7.5,8.0,1.0,6,No,3,Low
986,James Miller,45,Male,Married,4,Medical,2,Sales Representative,1,Travel_Rarely,71190,15,0.0,9.0,2.0,5,3,0.0,3.0,4.0,19,No,3,Medium
987,Suresh Malhotra,30,Male,Single,3,Life Sciences,1,Research Director,1,Travel_Frequently,95820,12,1.0,10.0,2.0,9,5,0.0,7.0,0.0,9,No,3,Medium
988,Rohit Verma,24,Male,Married,4,Marketing,1,Sales Executive,1,Travel_Frequently,45080,11,1.0,3.0,4.5,2,1,2.0,1.0,0.0,3,No,3,Medium
989,Emma Malhotra,30,Female,Divorced,3,Life Sciences,2,Human Resources,1,Travel_Frequently,22070,14,0.0,6.0,4.0,4,2,1.0,2.0,6.0,10,Yes,3,Medium
990,Akash Williams,31,Male,Married,2,Life Sciences,2,Laboratory Technician,3,Travel_Rarely,77560,15,2.0,6.0,3.0,5,3,0.0,2.0,1.0,3,No,3,Medium
991,Sneha Trivedi,27,Male,Single,3,Life Sciences,1,Manager,1,Travel_Rarely,66940,13,1.0,6.0,2.0,6,3,1.0,4.0,1.0,3,No,3,Medium
992,Akash Johnson,29,Male,Single,3,Marketing,1,Research Scientist,5,Travel_Rarely,36910,13,0.0,2.0,3.0,2,1,2.0,2.0,1.0,4,Yes,3,Medium
993,Shivam Williams,29,Female,Single,4,Life Sciences,2,Sales Executive,1,Travel_Frequently,23770,21,1.0,10.0,2.0,3,1,0.0,2.0,8.0,8,No,4,High
994,James Mehta,30,Male,Divorced,3,Life Sciences,1,Sales Executive,3,Travel_Rarely,23130,11,0.0,12.0,4.5,7,4,1.0,7.0,2.0,7,No,3,Medium
995,Dev Miller,34,Female,Married,2,Medical,2,Healthcare Representative,2,Travel_Rarely,165835,11,0.0,6.0,4.5,5,3,1.0,2.0,0.0,1,No,3,Medium
996,Raj Pillai,33,Male,Single,4,Medical,2,Sales Representative,1,Non-Travel,25960,14,1.0,13.0,4.0,11,6,1.0,7.0,8.0,2,No,3,Medium
997,Ishaan Trivedi,49,Male,Single,4,Marketing,1,Sales Executive,1,Travel_Rarely,47280,11,1.0,8.0,4.0,5,3,0.0,4.0,3.0,3,No,3,Medium
998,Vikram Sharma,33,Male,Single,3,Life Sciences,2,Sales Executive,1,Travel_Rarely,43020,13,0.0,11.0,3.0,0,0,0.0,0.0,2.0,10,Yes,3,Low
999,Riya Wilson,38,Male,Married,3,Medical,2,Healthcare Representative,1,Travel_Frequently,29790,12,1.0,9.0,3.0,6,3,0.0,5.0,4.0,28,No,3,Medium
1000,Ishaan Joshi,31,Male,Married,4,Human Resources,3,Laboratory Technician,2,Travel_Rarely,165835,14,2.0,10.0,2.0,1,0,0.0,0.0,2.0,9,Yes,3,Medium
1001,Michael Verma,29,Female,Divorced,4,Other,2,Sales Representative,2,Travel_Rarely,55930,13,1.0,1.0,3.0,1,0,0.0,0.0,1.0,3,No,3,Medium
1002,Neha Rao,30,Male,Married,1,Medical,2,Sales Representative,1,Travel_Rarely,104450,18,1.0,10.0,3.0,7,4,1.0,7.0,3.0,2,No,3,Medium
1003,Zara Singh,32,Female,Single,4,Life Sciences,2,Laboratory Technician,1,Non-Travel,87400,11,1.0,12.0,2.0,7,4,0.0,7.0,2.0,10,No,3,Medium
1004,Nikhil Singh,38,Female,Married,2,Technical Degree,2,Manufacturing Director,1,Travel_Rarely,25140,11,0.0,15.0,2.0,1,0,1.0,0.0,3.0,8,No,3,Medium
1005,Vivek Trivedi,43,Male,Married,4,Other,2,Sales Executive,3,Travel_Frequently,76550,12,1.0,6.0,3.0,1,0,0.0,0.0,8.5,1,Yes,3,Medium
1006,Rahul Nair,42,Female,Divorced,3,Other,3,Healthcare Representative,1,Travel_Rarely,165835,13,1.0,7.0,3.0,5,3,0.0,4.0,8.0,1,No,3,Low
1007,Arjun Miller,55,Female,Married,2,Life Sciences,2,Sales Executive,1,Travel_Rarely,73510,20,1.0,28.5,3.0,1,0,0.0,0.0,8.0,3,No,4,High
1008,Shivam Joshi,33,Male,Divorced,3,Other,2,Research Scientist,1,Non-Travel,108200,12,0.0,11.0,2.0,9,5,1.0,7.0,5.0,14,No,3,Medium
1009,Neha Johnson,41,Male,Divorced,3,Medical,2,Sales Representative,1,Travel_Rarely,121690,19,0.0,5.0,2.0,5,3,0.0,4.0,1.0,5,No,3,Medium
1010,Tanvi Rao,34,Female,Divorced,4,Medical,2,Research Scientist,1,Non-Travel,165835,21,0.0,15.0,4.5,15,9,0.0,7.0,1.0,7,No,4,High
1011,Karan Agarwal,53,Male,Married,4,Medical,2,Healthcare Representative,2,Non-Travel,20700,13,2.0,27.0,2.0,3,1,0.0,2.0,4.0,10,No,3,Medium
1012,Sneha Thakur,43,Female,Single,2,Marketing,1,Laboratory Technician,1,Travel_Rarely,67820,16,1.0,10.0,2.0,9,5,1.0,8.0,0.0,16,No,3,Medium
1013,Amit Rao,34,Female,Single,2,Life Sciences,1,Sales Executive,5,Travel_Rarely,77790,12,1.0,6.0,2.0,2,1,2.0,2.0,5.0,10,No,3,Medium
1014,Sara Miller,21,Male,Single,2,Marketing,1,Healthcare Representative,5,Travel_Rarely,27910,14,0.0,1.0,3.0,1,0,1.0,0.0,1.0,1,Yes,3,Medium
1015,Raj Malhotra,38,Female,Married,2,Life Sciences,2,Sales Executive,2,Travel_Rarely,32010,11,1.0,5.0,3.0,5,3,0.0,4.0,1.0,8,No,3,Medium
1016,Riya Patel,22,Male,Married,3,Other,2,Research Scientist,4,Travel_Rarely,49680,14,0.0,1.0,3.0,1,0,0.0,0.0,1.0,1,Yes,3,Medium
1017,Amit Agarwal,31,Male,Married,5,Life Sciences,2,Sales Executive,5,Travel_Rarely,131200,12,2.0,13.0,4.5,12,7,5.0,7.0,1.0,8,No,3,Medium
1018,Olivia Jones,51,Female,Married,4,Life Sciences,2,Manager,1,Travel_Rarely,40330,14,0.0,15.0,2.0,2,1,2.0,2.0,2.0,1,No,3,Medium
1019,Sanjay Verma,37,Male,Married,1,Life Sciences,2,Sales Executive,2,Travel_Rarely,32910,16,2.5,5.0,2.0,5,3,0.0,3.0,1.0,24,No,3,Low
1020,Olivia Rao,46,Female,Divorced,4,Marketing,1,Sales Representative,1,Travel_Rarely,42720,13,0.0,24.0,3.0,2,1,2.0,2.0,7.0,3,No,3,Medium
1021,Ishaan Garcia,36,Female,Married,3,Technical Degree,2,Research Scientist,4,Travel_Rarely,50560,12,0.0,15.0,2.0,12,7,5.0,7.0,7.0,27,No,3,Medium
1022,Vikram Johnson,44,Male,Divorced,4,Life Sciences,1,Research Scientist,1,Travel_Frequently,28440,12,0.0,6.0,2.0,5,3,2.0,3.0,1.0,10,Yes,3,Medium
1023,Gaurav Wilson,37,Male,Divorced,2,Technical Degree,2,Sales Executive,2,Travel_Rarely,27030,14,0.0,19.0,2.0,10,6,4.0,7.0,2.0,19,No,3,Medium
1024,Pooja Shah,35,Male,Single,4,Life Sciences,2,Research Scientist,2,Travel_Rarely,19040,22,1.0,10.0,4.0,10,6,7.0,7.0,1.0,15,Yes,4,High
1025,Vikram Agarwal,33,Male,Married,5,Medical,2,Laboratory Technician,2,Travel_Rarely,82240,19,0.0,14.0,3.0,10,6,7.0,6.0,6.0,8,No,3,Medium
1026,Aryan Joshi,28,Female,Married,3,Medical,1,Sales Executive,2,Travel_Rarely,47660,12,0.0,5.0,3.0,5,3,0.0,3.0,1.0,9,No,3,Medium
1027,Kunal Miller,39,Female,Single,4,Marketing,1,Laboratory Technician,2,Travel_Rarely,26100,12,0.0,9.0,2.0,4,2,2.0,2.0,7.0,3,No,3,Medium
1028,Tanvi Nair,46,Male,Single,2,Life Sciences,2,Manufacturing Director,2,Non-Travel,57310,17,0.0,6.0,2.0,2,1,2.0,2.0,8.0,9,No,3,Medium
1029,Varun Johnson,40,Male,Married,2,Medical,2,Research Director,1,Travel_Rarely,25390,12,1.0,7.0,3.0,4,2,0.0,2.0,4.0,2,No,3,Low
1030,Meera Pillai,42,Female,Married,4,Other,2,Laboratory Technician,2,Travel_Rarely,57140,11,0.0,10.0,2.0,0,0,0.0,0.0,5.0,7,No,3,Low
1031,Sarah Thakur,35,Female,Divorced,1,Life Sciences,1,Research Director,2,Non-Travel,43230,18,2.5,15.0,3.0,7,4,1.0,7.0,2.0,10,No,3,Medium
1032,Arjun Smith,38,Male,Divorced,4,Marketing,1,Sales Executive,3,Non-Travel,73360,11,0.0,13.0,3.0,11,6,3.0,8.0,5.0,6,No,3,Low
1033,Sanjay Reddy,34,Male,Married,1,Life Sciences,2,Manufacturing Director,1,Travel_Frequently,134990,23,2.0,11.0,2.0,7,4,0.0,7.0,4.0,2,Yes,4,High
1034,Varun Garcia,37,Male,Single,3,Life Sciences,2,Laboratory Technician,1,Travel_Rarely,137580,11,1.0,10.0,4.5,10,6,0.0,8.0,1.0,24,Yes,3,Low
1035,Kavya Pillai,39,Male,Divorced,1,Medical,2,Healthcare Representative,2,Travel_Frequently,51550,18,1.0,7.0,3.0,2,1,2.0,2.0,2.0,2,No,3,Medium
1036,Deepika Agarwal,43,Female,Single,5,Medical,3,Sales Executive,3,Non-Travel,22580,18,0.0,7.0,2.0,3,1,1.0,2.0,4.0,8,No,3,Low
1037,Neha Malhotra,41,Male,Single,3,Life Sciences,2,Research Scientist,3,Travel_Rarely,35970,13,1.0,11.0,2.0,3,1,1.0,2.0,3.0,3,No,3,Low
1038,Suresh Pillai,41,Male,Divorced,1,Technical Degree,2,Laboratory Technician,3,Travel_Rarely,25150,18,0.0,23.0,2.0,18,10,7.5,5.0,0.0,1,No,3,Medium
1039,Pooja Rao,30,Female,Single,3,Marketing,1,Manager,2,Travel_Rarely,44200,11,0.0,9.0,3.0,7,4,0.0,2.0,8.5,26,No,3,Medium
1040,Gaurav Singh,26,Female,Married,1,Technical Degree,3,Sales Executive,3,Travel_Rarely,65780,15,2.0,6.0,3.0,5,3,1.0,4.0,0.0,2,Yes,3,Medium
1041,James Kumar,46,Male,Married,3,Medical,2,Sales Executive,1,Travel_Rarely,44220,11,1.0,13.0,2.0,9,5,3.0,7.0,4.0,10,Yes,3,Medium
1042,Karan Agarwal,40,Female,Divorced,2,Medical,1,Sales Executive,3,Travel_Rarely,102740,18,0.0,12.0,3.0,5,3,0.0,3.0,4.0,27,No,3,Medium
1043,Anjali Agarwal,34,Male,Married,3,Life Sciences,2,Laboratory Technician,2,Travel_Rarely,53430,14,0.0,10.0,4.5,10,6,4.0,8.0,1.0,2,No,3,Medium
1044,Varun Agarwal,58,Male,Divorced,4,Medical,2,Laboratory Technician,1,Non-Travel,23760,12,1.0,28.5,3.0,16,9,7.5,14.0,4.0,2,No,3,Low
1045,Karan Sharma,35,Female,Married,1,Technical Degree,2,Manufacturing Director,3,Travel_Rarely,53460,14,0.0,6.0,3.0,5,3,0.0,3.0,0.0,8,No,3,Medium
1046,Sarah Malhotra,47,Female,Divorced,5,Medical,2,Research Scientist,2,Travel_Rarely,28270,14,1.0,28.0,3.0,18,10,7.5,10.0,8.0,19,No,3,Medium
1047,Zara Patel,40,Male,Divorced,4,Life Sciences,2,Manager,2,Travel_Rarely,165835,13,1.0,15.0,3.0,7,4,7.0,7.0,2.0,1,No,3,Low
1048,Arjun Williams,54,Male,Married,4,Medical,1,Research Scientist,1,Travel_Rarely,31310,14,0.0,14.0,3.0,7,4,1.0,7.0,4.0,27,No,3,Medium
1049,Emma Jones,31,Female,Married,4,Other,1,Manufacturing Director,3,Travel_Frequently,25520,18,0.0,9.0,2.0,3,1,2.0,2.0,2.0,8,No,3,Low
1050,Vikram Gupta,28,Male,Married,2,Life Sciences,1,Manager,3,Travel_Rarely,44770,15,0.0,3.0,4.5,3,1,1.0,2.0,1.0,1,No,3,Medium
1051,David Agarwal,38,Female,Married,3,Medical,2,Manufacturing Director,2,Travel_Rarely,64740,13,2.0,20.0,3.0,4,2,0.0,3.0,2.0,19,No,3,Low
1052,Aryan Singh,26,Female,Single,3,Marketing,1,Healthcare Representative,1,Travel_Rarely,30330,12,0.0,5.0,2.0,5,3,1.0,2.0,1.0,8,No,3,Medium
1053,Michael Gupta,58,Female,Married,4,Technical Degree,2,Sales Representative,1,Travel_Frequently,29360,13,1.0,23.0,3.0,2,1,2.0,2.0,2.0,10,No,3,Medium
1054,Vikram Singh,18,Male,Single,3,Life Sciences,2,Sales Representative,3,Non-Travel,165835,24,2.0,0.0,4.0,0,0,0.0,0.0,1.0,2,No,4,High
1055,Ishaan Joshi,31,Male,Married,3,Life Sciences,2,Laboratory Technician,3,Travel_Rarely,21680,14,1.0,2.0,2.0,1,0,0.0,0.0,0.0,2,Yes,3,Medium
1056,Ishaan Agarwal,29,Male,Divorced,2,Medical,2,Manager,1,Travel_Rarely,28530,14,1.0,4.0,4.5,2,1,2.0,0.0,4.0,8,Yes,3,Low
1057,David Garcia,45,Male,Married,4,Technical Degree,1,Research Scientist,1,Non-Travel,165835,15,0.0,10.0,3.0,8,4,5.0,7.0,4.0,1,No,3,Medium
1058,Varun Mehta,36,Female,Married,3,Technical Degree,1,Laboratory Technician,5,Travel_Rarely,22900,11,0.0,15.0,4.5,1,0,0.0,0.0,4.0,2,No,3,Medium
1059,John Shah,43,Male,Married,3,Medical,1,Research Director,1,Travel_Frequently,36000,23,0.0,7.0,2.0,7,4,7.0,7.0,1.0,8,No,4,High
1060,Riya Smith,27,Male,Single,4,Life Sciences,1,Research Scientist,5,Travel_Frequently,21070,13,0.0,6.0,2.0,5,3,0.0,2.0,0.0,8,No,3,Medium
1061,Vivek Miller,29,Male,Married,2,Medical,2,Human Resources,1,Travel_Frequently,41150,11,0.0,11.0,1.0,11,6,3.0,10.0,1.0,6,No,3,Medium
1062,Sanjay Trivedi,32,Male,Single,4,Life Sciences,1,Sales Executive,4,Travel_Frequently,43270,13,0.0,4.0,4.0,0,0,0.0,0.0,8.0,9,No,3,Medium
1063,Vikram Gupta,42,Male,Married,3,Medical,2,Manager,1,Non-Travel,165835,18,0.0,10.0,2.0,6,3,3.0,3.0,3.0,11,No,3,Medium
1064,Karan Trivedi,47,Female,Single,2,Life Sciences,1,Manager,5,Travel_Rarely,31960,14,1.0,7.0,3.0,2,1,2.0,0.0,4.0,2,No,3,Medium
1065,Akash Malhotra,46,Female,Divorced,3,Life Sciences,3,Laboratory Technician,1,Travel_Rarely,165835,21,0.0,12.0,2.0,9,5,4.0,7.0,3.0,1,No,4,High
1066,Tanvi Wilson,28,Male,Divorced,3,Life Sciences,2,Sales Executive,1,Non-Travel,89660,16,1.0,3.0,3.0,3,1,2.0,2.0,1.0,7,No,3,Medium
1067,Raj Nair,29,Female,Divorced,3,Medical,2,Manufacturing Director,1,Travel_Rarely,22100,11,1.0,11.0,4.0,7,4,1.0,6.0,8.0,16,No,3,Medium
1068,Nikhil Smith,42,Female,Single,4,Medical,1,Research Director,2,Travel_Rarely,45390,17,1.0,8.0,4.5,0,0,0.0,0.0,4.0,2,No,3,Medium
1069,Riya Sharma,32,Male,Single,1,Medical,2,Laboratory Technician,2,Travel_Rarely,27410,11,0.0,7.0,3.0,2,1,2.0,2.0,7.0,1,Yes,3,Medium
1070,Riya Pillai,46,Male,Divorced,1,Life Sciences,2,Laboratory Technician,2,Travel_Rarely,34910,14,0.0,25.0,0.5,18,10,2.0,8.0,2.0,23,No,3,Low
1071,Tanvi Jones,27,Female,Married,3,Life Sciences,1,Research Scientist,5,Travel_Rarely,45410,14,2.0,9.0,4.0,9,5,5.0,8.0,1.0,2,No,3,Medium
1072,John Trivedi,29,Male,Married,2,Medical,2,Sales Executive,3,Travel_Rarely,26780,25,1.0,1.0,3.0,1,0,0.0,0.0,1.0,1,No,4,High
1073,Kunal Rao,43,Male,Married,3,Life Sciences,2,Manufacturing Director,1,Travel_Rarely,73790,13,2.0,21.0,3.0,16,9,6.0,14.0,7.0,1,No,3,Low
